,listing_id,name,price,mileage,ext_color,int_color,transmission,drivetrain,make,model,condition,year,trim,bodystyle,dealer,state,rating,review_count,CPO
0,777769434,2011 BMW 335 i xDrive,13495.0,79662.0,Black,Black,Automatic,AWD,BMW,335,Used,2011,i xDrive,Coupe,"Car Town USA, Inc.",MA,5.0,9,False
1,771878232,2016 BMW 340 i xDrive,28500.0,53992.0,Black,Red,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,AutoMax Preowned Framingham,MA,4.7,849,False
2,762646785,2016 BMW 340 i xDrive,26900.0,33480.0,White,White,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Autobahn USA,MA,4.8,1489,False
3,765108515,2016 BMW 340 i xDrive,27900.0,33303.0,Blue,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Autobahn USA,MA,4.8,1489,False
4,765930321,2016 BMW 335 Gran Turismo i xDrive,28300.0,35032.0,Gray,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,Autobahn USA,MA,4.8,1489,False
5,773100102,2016 BMW 340 i xDrive,32100.0,35802.0,Blue,Red,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Autobahn USA,MA,4.8,1489,False
6,776229047,2016 BMW 340 i xDrive,30700.0,35643.0,White,Brown,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Autobahn USA,MA,4.8,1489,False
7,770905267,2015 BMW 335 Gran Turismo i xDrive,24600.0,45207.0,Black,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2015,i xDrive,Hatchback,Autobahn USA,MA,4.8,1489,False
8,775717302,2013 BMW 335 i xDrive,18108.0,73972.0,White,Beige,Other / Unknown,AWD,BMW,335,Used,2013,i xDrive,Sedan,Tasca Chrysler Jeep Dodge RAM Fiat,RI,4.9,441,False
9,761301297,2015 BMW 335 i xDrive,23795.0,42382.0,White,Brown,Other / Unknown,AWD,BMW,335,Used,2015,i xDrive,Sedan,Foley Motorsports,MA,4.9,1500,False
10,768915319,2016 BMW 340 i xDrive,29998.0,31480.0,Blue,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,m and n's autohouse,CT,5.0,8,False
11,769825932,2013 BMW 335 i xDrive,18695.0,31860.0,Brown,Other,Automatic,AWD,BMW,335,Used,2013,i xDrive,Sedan,Wiz Autos,CT,4.8,1181,False
12,758785160,2016 BMW 340 i xDrive,31654.0,29119.0,Black,Brown,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,BMW of Bridgeport,CT,4.9,1078,True
13,777175487,2016 BMW 340 i xDrive,24995.0,54487.0,Blue,Brown,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Auto Expo Ent Inc,NY,4.8,1035,False
14,777813474,2016 BMW 340 i xDrive,27495.0,31785.0,Black,Other,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Car Castle,NY,5.0,16,False
15,756809469,2013 BMW 335 i,15995.0,73782.0,White,Beige,Automatic,RWD,BMW,335,Used,2013,i,Coupe,High Speed Motors Inc.,NY,5.0,100,False
16,777995660,2016 BMW 340 i xDrive,32790.0,26193.0,White,Brown,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Wide World BMW,NY,4.7,1113,True
17,776307243,2016 BMW 340 i xDrive,33500.0,28056.0,Blue,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,BMW of Tenafly,NJ,4.9,719,True
18,776953649,2016 BMW 335 Gran Turismo i xDrive,30250.0,38907.0,White,Red,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,BMW of Tenafly,NJ,4.9,719,True
19,777245750,2016 BMW 335 Gran Turismo i xDrive,27789.0,54308.0,Gray,Red,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,Adams Auto Group,NJ,5.0,17,False
20,775476216,2011 BMW 335 i xDrive,11719.0,99501.0,White,Black,Automanual,AWD,BMW,335,Used,2011,i xDrive,Sedan,Jack Daniels Kia,NJ,4.9,938,False
21,767582111,2016 BMW 335 Gran Turismo i xDrive,23784.0,48375.0,Gray,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,Auto Holding of Mountain Lakes,NJ,4.5,327,False
22,727320769,2018 BMW 340 i,57225.0,10.0,Black,Black,Other / Unknown,RWD,BMW,340,New,2018,i,Sedan,BMW of Freehold,NJ,4.8,808,False
23,768097149,2016 BMW 340 i xDrive,33736.0,21831.0,Black,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Flemington BMW,NJ,4.9,2617,True
24,777543016,2013 BMW 335 i xDrive,12251.0,112333.0,Gray,Black,Automatic,AWD,BMW,335,Used,2013,i xDrive,Coupe,Eimports4less Auto Sales Inc.,PA,4.9,712,False
25,775807129,2016 BMW 340 i xDrive,31393.0,35787.0,Silver,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,BMW of the Main Line,PA,5.0,29,True
26,772326134,2007 BMW 335 xi,16900.0,40547.0,White,Orange,Automatic,AWD,BMW,335,Used,2007,xi,Sedan,HiLine Motorsports LLC,PA,4.9,159,False
27,777717569,2011 BMW 335 d,22900.0,43773.0,White,Beige,Automatic,RWD,BMW,335,Used,2011,d,Sedan,HiLine Motorsports LLC,PA,4.9,159,False
28,776788675,2009 BMW 335 i xDrive,10992.0,81173.0,White,Brown,Automatic,AWD,BMW,335,Used,2009,i xDrive,Coupe,Koons Lexus of Wilmington,DE,4.7,474,False
29,771594028,2014 BMW 335 i xDrive,20000.0,38333.0,Red,Beige,Other / Unknown,AWD,BMW,335,Used,2014,i xDrive,Sedan,Heritage Honda of Westminster,MD,4.9,1943,False
30,778326560,2011 BMW 335 is,22995.0,47827.0,White,Brown,Other / Unknown,RWD,BMW,335,Used,2011,is,Coupe,Chantilly Auto Sales,VA,4.6,66,False
31,760883425,2015 BMW 335 i xDrive,19700.0,63593.0,Black,Black,Automatic,AWD,BMW,335,Used,2015,i xDrive,Sedan,LW Automotive,PA,4.5,137,False
32,772542932,2018 BMW 340 i xDrive,45867.0,6026.0,Blue,Black,Automatic,AWD,BMW,340,Used,2018,i xDrive,Sedan,Preston BMW,OH,5.0,20,True
33,768352254,2011 BMW 335 i xDrive,12989.0,64283.0,Gold,Beige,Automatic,AWD,BMW,335,Used,2011,i xDrive,Sedan,HAUS AUTO GROUP,OH,4.9,358,False
34,773284733,2016 BMW 340 i,27829.0,26775.0,Gray,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Leith BMW,NC,4.9,2073,True
35,765822856,2016 BMW 340 i,26598.0,47155.0,White,Black,Manual,RWD,BMW,340,Used,2016,i,Sedan,Hanna Imports,NC,4.9,2003,False
36,776398270,2013 BMW 335 i,22990.0,33139.0,Silver,Black,Automatic,RWD,BMW,335,Used,2013,i,Convertible,Prime Motorz,MI,5.0,33,False
37,767891546,2017 BMW 340 i,30900.0,23838.0,Black,Black,Automatic,RWD,BMW,340,Used,2017,i,Sedan,Mercedes-Benz of Fayetteville,NC,4.8,358,False
38,763448651,2016 BMW 340 i xDrive,34682.0,36450.0,Blue,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,The BMW Store Cincinnati,OH,4.9,1018,True
39,774910534,2018 BMW 340 i xDrive,47996.0,3917.0,Blue,Black,Automatic,AWD,BMW,340,Used,2018,i xDrive,Sedan,The BMW Store Cincinnati,OH,4.9,1018,True
40,766920615,2016 BMW 340 i,29499.0,19486.0,Black,Brown,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Five Star Chevrolet,SC,4.8,351,False
41,771320374,2013 BMW 335 i,15795.0,92972.0,White,Brown,Automatic,RWD,BMW,335,Used,2013,i,Convertible,Indy Auto Man,IN,4.6,1479,False
42,769252021,2013 BMW 335 i xDrive,15160.0,87114.0,Silver,Black,Automatic,AWD,BMW,335,Used,2013,i xDrive,Sedan,Indy Auto Man,IN,4.6,1479,False
43,760262204,2013 BMW 335 i xDrive,15477.0,83641.0,Black,Brown,Automatic,AWD,BMW,335,Used,2013,i xDrive,Coupe,Continental Imports,IL,4.5,32,False
44,774075401,2014 BMW 335 Gran Turismo i xDrive,23000.0,48185.0,White,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2014,i xDrive,Hatchback,Napleton Aston Martin Maserati,IL,4.9,265,False
45,771654326,2015 BMW 335 Gran Turismo i xDrive,21490.0,42883.0,Black,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2015,i xDrive,Hatchback,Chicago Cars Online,IL,5.0,1,False
46,771098844,2018 BMW 340 i xDrive,39887.0,12056.0,Blue,Black,Automatic,AWD,BMW,340,Used,2018,i xDrive,Sedan,Bill Kay Buick GMC,IL,4.6,445,False
47,771180604,2016 BMW 340 i xDrive,33977.0,29147.0,White,White,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Bill Jacobs BMW,IL,4.9,574,True
48,772529230,2013 BMW 335 i,23712.0,17779.0,Blue,Brown,Automatic,RWD,BMW,335,Used,2013,i,Convertible,J.C. Lewis Ford Savannah,GA,4.8,1096,False
49,776749271,2014 BMW 335 i,19400.0,69604.0,Black,Other,Other / Unknown,RWD,BMW,335,Used,2014,i,Sedan,Landmark Chrysler Dodge Jeep Ram Fiat of Atlanta,GA,4.9,60,False
50,773871049,2013 BMW 335 i xDrive,13495.0,96520.0,Blue,Black,Automatic,AWD,BMW,335,Used,2013,i xDrive,Sedan,Evolution Cars,GA,4.8,253,False
51,773896543,2015 BMW 335 i,24500.0,48185.0,Gray,Black,Automatic,RWD,BMW,335,Used,2015,i,Sedan,Newton Chevrolet Buick GMC,TN,4.9,587,False
52,777113001,2016 BMW 340 i,26998.0,23016.0,Black,Beige,Automatic,RWD,BMW,340,Used,2016,i,Sedan,CarMax Cool Springs,TN,3.0,4,False
53,773607051,2015 BMW 335 i,24100.0,35899.0,Black,Brown,Automatic,RWD,BMW,335,Used,2015,i,Sedan,Rivertown Subaru,GA,5.0,31,False
54,768616273,2016 BMW 340 i,23498.0,35685.0,Black,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,HGreg.com Orlando,FL,4.7,1378,False
55,769386075,2016 BMW 340 i,23990.0,40557.0,White,Other,Other / Unknown,RWD,BMW,340,Used,2016,i,Sedan,John Lee Nissan,FL,4.8,159,False
56,776239913,2013 BMW 335 i,17000.0,74519.0,White,Black,Automatic,RWD,BMW,335,Used,2013,i,Sedan,Hawkins Chevrolet,MN,4.9,572,False
57,777663220,2016 BMW 340 i xDrive,24499.0,35955.0,Black,Red,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,OffLeaseOnly.com The Nation's Used Car Destination,FL,4.9,4361,False
58,771196585,2013 BMW 335 i,16995.0,56684.0,White,Black,Automatic,RWD,BMW,335,Used,2013,i,Convertible,Jaguar Fort Lauderdale,FL,4.7,152,False
59,776872866,2016 BMW 340 i,25999.0,26167.0,Black,Beige,Automatic,RWD,BMW,340,Used,2016,i,Sedan,OffLeaseOnly.com The Nation's Used Car Destination,FL,4.9,4361,False
60,777957494,2013 BMW 335 is,21900.0,48348.0,Black,Red,Automatic,RWD,BMW,335,Used,2013,is,Convertible,Hollywood Kia,FL,4.6,2244,False
61,777123095,2012 BMW 335 is,14999.0,108581.0,Black,Black,Other / Unknown,RWD,BMW,335,Used,2012,is,Convertible,Acura of Pembroke Pines,FL,4.8,833,False
62,777944684,2009 BMW 335 i,16900.0,53471.0,Other,Beige,Automanual,RWD,BMW,335,Used,2009,i,Convertible,Honda of Lincoln,NE,4.9,2251,False
63,767369842,2017 BMW 340 i,35499.0,14963.0,Black,Black,Automatic,RWD,BMW,340,Used,2017,i,Sedan,Classic BMW,TX,4.9,139,False
64,771671784,2017 BMW 340 i,32850.0,29497.0,White,Black,Automatic,RWD,BMW,340,Used,2017,i,Sedan,eCarOne.com,TX,4.9,1950,False
65,771215895,2016 BMW 340 i,27549.0,28556.0,White,Beige,Automatic,RWD,BMW,340,Used,2016,i,Sedan,driversselect,TX,4.8,2481,False
66,776890541,2009 BMW 335 i,11241.0,60933.0,Black,Black,Automatic,RWD,BMW,335,Used,2009,i,Coupe,Advantage BMW Midtown,TX,4.4,99,False
67,771573806,2011 BMW 335 i,12995.0,71025.0,Silver,Black,Automatic,RWD,BMW,335,Used,2011,i,Coupe,Ultimate Motorsports Inc.,TX,4.8,388,False
68,773830417,2016 BMW 340 i,29890.0,31311.0,Blue,Beige,Automatic,RWD,BMW,340,Used,2016,i,Sedan,BMW of Austin,TX,4.9,214,True
69,777230082,2018 BMW 340 i,42620.0,4698.0,Other,Other,Automatic,RWD,BMW,340,Used,2018,i,Sedan,BMW of Austin,TX,4.9,214,False
70,775254059,2013 BMW 335 i,21988.0,38483.0,Gray,Black,Automatic,RWD,BMW,335,Used,2013,i,Convertible,CAG - Austin Subaru,TX,4.9,482,False
71,777550872,2011 BMW 335 i,14350.0,80822.0,Red,Beige,Automatic,RWD,BMW,335,Used,2011,i,Coupe,Austin Auto Brokers,TX,5.0,11,False
72,776120930,2007 BMW 335 i,5800.0,149566.0,Gold,Brown,Manual,RWD,BMW,335,Used,2007,i,Coupe,CarLotz San Antonio,TX,5.0,14,False
73,771402046,2016 BMW 340 i,32980.0,31604.0,White,White,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Jordan Motorcars,TX,4.8,175,False
74,777160307,2011 BMW 335 i,17940.0,52639.0,Blue,Beige,Manual,RWD,BMW,335,Used,2011,i,Convertible,John Elway Cadillac,CO,5.0,181,False
75,769755593,2015 BMW 335 Gran Turismo i xDrive,21789.0,45029.0,Gray,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2015,i xDrive,Hatchback,Mercedes-Benz of Westminster / smart center Westminster,CO,4.8,466,False
76,765398646,2013 BMW 335 i xDrive,17337.0,75130.0,Brown,Beige,Automatic,AWD,BMW,335,Used,2013,i xDrive,Sedan,The Sharpest Rides,CO,4.8,1591,False
77,774733029,2016 BMW 335 Gran Turismo i xDrive,26090.0,46992.0,Gray,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,Groove Subaru,CO,4.9,4351,False
78,771171867,2013 BMW 335 i xDrive,18994.0,79394.0,Black,Black,Other / Unknown,AWD,BMW,335,Used,2013,i xDrive,Sedan,Grand Valley Auto Sales,CO,5.0,180,False
79,770580799,2013 BMW 335 i,18999.0,51085.0,Other,Other,Automanual,RWD,BMW,335,Used,2013,i,Convertible,Thoroughbred Nissan,AZ,4.9,116,False
80,771581635,2011 BMW 335 i,15995.0,64959.0,Black,Black,Automatic,RWD,BMW,335,Used,2011,i,Convertible,Munich Motors,AZ,5.0,8,False
81,777207689,2014 BMW 335 Gran Turismo i xDrive,22491.0,58837.0,Silver,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2014,i xDrive,Hatchback,Legend Auto Sales Inc,WA,4.9,797,False
82,774387889,2013 BMW 335 i,23400.0,34010.0,White,Brown,Automatic,RWD,BMW,335,Used,2013,i,Convertible,Jessup Auto Plaza,CA,4.8,401,False
83,748307620,2015 BMW 335 i,22090.0,42889.0,Blue,Brown,Automatic,RWD,BMW,335,Used,2015,i,Sedan,D & C Motor Company,OR,4.5,90,False
84,777888665,2013 BMW 335 i xDrive,17495.0,74381.0,Silver,Beige,Automatic,AWD,BMW,335,Used,2013,i xDrive,Sedan,Unique Auto Center,CA,5.0,6,False
85,768411643,2016 BMW 340 i,24250.0,57344.0,White,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Westcoast Auto Sales,CA,4.9,1779,False
86,774113694,2015 BMW 335 i,21340.0,55475.0,Black,Black,Automatic,RWD,BMW,335,Used,2015,i,Sedan,Westcoast Auto Sales,CA,4.9,1779,False
87,769366718,2016 BMW 340 i,26785.0,44036.0,Black,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Paradise Automotive Group,CA,5.0,19,False
88,777405176,2016 BMW 340 i,31799.0,24549.0,Black,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,McKenna BMW,CA,4.9,464,True
89,777813842,2016 BMW 340 i,32995.0,26020.0,Blue,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,South Bay BMW,CA,4.8,371,True
90,769740179,2016 BMW 340 i,26988.0,35205.0,Gray,Beige,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Kuni Chevrolet Cadillac,CA,4.8,1033,False
91,774858675,2016 BMW 340 i,31472.0,30176.0,Black,Red,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Niello BMW,CA,5.0,10,True
92,773084347,2016 BMW 340 i,31177.0,22595.0,Black,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Niello BMW,CA,5.0,10,True
93,762435190,2014 BMW 335 i,18750.0,72275.0,White,Brown,Automatic,RWD,BMW,335,Used,2014,i,Sedan,BMW Concord,CA,4.8,906,False
94,774291407,2013 BMW 335 is,24478.0,50052.0,White,Black,Automatic,RWD,BMW,335,Used,2013,is,Convertible,Stevens Creek Subaru,CA,4.9,1765,False
95,777940441,2011 BMW 335 i,14795.0,74179.0,Silver,Beige,Automatic,RWD,BMW,335,Used,2011,i,Coupe,Kovacs Motors,CA,5.0,14,False
96,776409081,2013 BMW 335 i,14995.0,73363.0,White,Black,Automatic,RWD,BMW,335,Used,2013,i,Coupe,Oakland Acura,CA,5.0,2,False
97,773793815,2016 BMW 340 i,24984.0,27976.0,Blue,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Stevens Creek BMW,CA,4.3,910,True
98,772703983,2016 BMW 340 i,28997.0,30096.0,Gray,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,BMW of San Francisco,CA,4.9,189,True
99,771065233,2016 BMW 340 i,29900.0,25216.0,Black,White,Automatic,RWD,BMW,340,Used,2016,i,Sedan,BMW of Monterey,CA,4.8,777,True
100,758824074,2013 BMW 335 is,24995.0,52325.0,Silver,Black,Automatic,RWD,BMW,335,Used,2013,is,Convertible,Avon Auto Brokers,MA,4.7,398,False
101,777491866,2014 BMW 335 i xDrive,21338.0,64432.0,Blue,Brown,Automatic,AWD,BMW,335,Used,2014,i xDrive,Sedan,International Motor Group,RI,4.9,408,False
102,767205209,2016 BMW 340 i xDrive,29995.0,18600.0,Brown,Brown,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Topsfield Motor Co.,MA,5.0,43,False
103,775738093,2016 BMW 340 i xDrive,32254.0,29631.0,Red,Other,Other / Unknown,AWD,BMW,340,Used,2016,i xDrive,Sedan,Team Nissan,NH,4.9,653,False
104,743563632,2018 BMW 340 i xDrive,60285.0,66.0,Silver,Black,Automatic,AWD,BMW,340,New,2018,i xDrive,Sedan,BMW of Stratham,NH,4.7,237,False
105,776407029,2016 BMW 340 i xDrive,33490.0,32677.0,Gray,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Wide World BMW,NY,4.7,1113,True
106,778373977,2016 BMW 335 Gran Turismo i xDrive,28500.0,41892.0,Black,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,BMW of Ramsey,NJ,4.8,3183,False
107,776508116,2016 BMW 335 Gran Turismo i xDrive,28930.0,31210.0,Red,Black,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,Vroom (Online Dealer),NM,3.0,2,False
108,770205696,2016 BMW 340 i xDrive,27995.0,44000.0,White,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Ideal Auto,NY,5.0,20,False
109,776342522,2013 BMW 335 i xDrive,15737.0,104720.0,Black,Black,Other / Unknown,AWD,BMW,335,Used,2013,i xDrive,Sedan,Lester Glenn Hyundai,NJ,4.9,2996,False
110,777224794,2016 BMW 340 i xDrive,34000.0,25000.0,White,Other,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Handy Toyota Inc,VT,4.9,3086,False
111,772053930,2016 BMW 335 Gran Turismo i xDrive,29934.0,30740.0,Gray,Brown,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,BMW of the Main Line,PA,5.0,29,True
112,776181304,2016 BMW 340 i xDrive,26998.0,40830.0,Red,Beige,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,CarMax King of Prussia,PA,0.0,1,False
113,770812840,2016 BMW 340 i xDrive,32500.0,54896.0,White,White,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Sun Motor Cars BMW,PA,4.9,29,True
114,768896493,2016 BMW 340 i xDrive,34995.0,16332.0,Blue,White,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Sun Motor Cars BMW,PA,4.9,29,True
115,757564816,2018 BMW 340 i,52854.0,7.0,Black,Other,Automatic,RWD,BMW,340,New,2018,i,Sedan,Northwest BMW,MD,4.9,832,False
116,744179867,2018 BMW 340 i xDrive,55081.0,9.0,Gray,Black,Automatic,AWD,BMW,340,New,2018,i xDrive,Sedan,Northwest BMW,MD,4.9,832,False
117,777116059,2016 BMW 340 i xDrive,28998.0,29481.0,White,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,CarMax Brandywine,MD,3.0,2,False
118,757748851,2016 BMW 340 i xDrive,30750.0,31365.0,White,Beige,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,BMW of Sterling,VA,4.6,173,True
119,775195488,2011 BMW 335 i xDrive,13926.0,77162.0,Black,Black,Automanual,AWD,BMW,335,Used,2011,i xDrive,Coupe,Pearson Toyota,VA,4.8,404,False
120,769190599,2013 BMW 335 i xDrive,14797.0,97881.0,Silver,Brown,Automatic,AWD,BMW,335,Used,2013,i xDrive,Coupe,KNH Auto Wholesale,OH,4.5,141,False
121,774204018,2016 BMW 340 i,30450.0,38721.0,Silver,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Leith BMW,NC,4.9,2073,True
122,774292560,2016 BMW 340 i xDrive,29040.0,34316.0,Black,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Vroom (Online Dealer),OH,5.0,2,False
123,777005433,2016 BMW 340 i,26945.0,41465.0,Blue,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Leith BMW,NC,4.9,2073,False
124,777327788,2016 BMW 340 i xDrive,28998.0,33627.0,Gray,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,CarMax Dayton,OH,1.0,1,False
125,770383596,2016 BMW 340 i xDrive,35988.0,15229.0,White,Brown,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,The BMW Store Cincinnati,OH,4.9,1018,True
126,770496775,2016 BMW 340 i xDrive,34188.0,37897.0,Silver,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,The BMW Store Cincinnati,OH,4.9,1018,True
127,771833337,2016 BMW 340 i,29680.0,30045.0,Gray,Red,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Vroom (Online Dealer),TX,3.0,3,False
128,776539693,2016 BMW 340 i xDrive,30890.0,56133.0,Black,Black,Manual,AWD,BMW,340,Used,2016,i xDrive,Sedan,The BMW Store Cincinnati,OH,4.9,1018,False
129,768044114,2016 BMW 340 i xDrive,35332.0,30832.0,Black,Other,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,The BMW Store Cincinnati,OH,4.9,1018,True
130,772081681,2011 BMW 335 i xDrive,14991.0,84940.0,White,Red,Automatic,AWD,BMW,335,Used,2011,i xDrive,Coupe,AutoQ Car & Truck Sales,SC,4.9,67,False
131,777271841,2008 BMW 335 xi,9555.0,91861.0,Gray,Beige,Other / Unknown,AWD,BMW,335,Used,2008,xi,Coupe,Andrew Toyota,WI,4.8,2015,False
132,774791711,2016 BMW 340 i,29680.0,30045.0,Gray,Red,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Vroom (Online Dealer),FL,4.5,2,False
133,776601845,2010 BMW 335 i,12500.0,99619.0,Black,Black,Automatic,RWD,BMW,335,Used,2010,i,Convertible,Auto Gallery - Lawrenceville,GA,5.0,79,False
134,774513224,2015 BMW 335 i,23973.0,53866.0,White,Red,Automatic,RWD,BMW,335,Used,2015,i,Sedan,BMW Certified Pre-Owned Nashville,TN,4.6,222,False
135,777386578,2016 BMW 340 i xDrive,28790.0,36375.0,Blue,Beige,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Vroom (Online Dealer),MN,3.3,4,False
136,768863971,2013 BMW 335 i,16990.0,63612.0,Black,Brown,Automatic,RWD,BMW,335,Used,2013,i,Coupe,Olympic Motor Company,MO,5.0,18,False
137,755901941,2016 BMW 340 i,24998.0,35019.0,White,Beige,Automatic,RWD,BMW,340,Used,2016,i,Sedan,HGreg.com Orlando,FL,4.7,1378,False
138,770179517,2016 BMW 340 i,27198.0,24014.0,Gray,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,HGreg.com Orlando,FL,4.7,1378,False
139,757367993,2018 BMW 340 i,37995.0,6547.0,Black,Other,Other / Unknown,RWD,BMW,340,Used,2018,i,Sedan,Melbourne BMW,FL,5.0,28,True
140,778157590,2017 BMW 340 i xDrive,38999.0,9805.0,Blue,Black,Automatic,AWD,BMW,340,Used,2017,i xDrive,Sedan,Motorwerks BMW,MN,4.8,586,False
141,778341227,2018 BMW 340 Gran Turismo i xDrive,41999.0,18556.0,White,Red,Automatic,AWD,BMW,340 Gran Turismo,Used,2018,i xDrive,Hatchback,Motorwerks BMW,MN,4.8,586,False
142,774342886,2016 BMW 340 340i xDrive,30999.0,39379.0,Black,Black,Automatic,AWD,BMW,340,Used,2016,340i xDrive,Sedan,Audi Minneapolis,MN,4.9,511,False
143,763432802,2015 BMW 335 i xDrive,23900.0,59648.0,Black,Black,Automatic,AWD,BMW,335,Used,2015,i xDrive,Sedan,iDeal Auto Imports,MN,4.5,32,False
144,771758515,2016 BMW 340 i xDrive,35390.0,29360.0,Black,Beige,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,BMW of Minnetonka,MN,4.9,672,True
145,777088145,2013 BMW 335 i,24990.0,50718.0,Black,Brown,Manual,RWD,BMW,335,Used,2013,i,Convertible,BMW of Minnetonka,MN,4.9,672,False
146,776241031,2011 BMW 335 i,13991.0,69768.0,Black,Black,Automatic,RWD,BMW,335,Used,2011,i,Coupe,Hillsboro Auto Mart Inc,FL,3.0,2,False
147,773756115,2016 BMW 340 i,29680.0,35869.0,Gray,Black,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Vroom (Online Dealer),OH,5.0,2,False
148,777158490,2016 BMW 340 i xDrive,28790.0,36375.0,Blue,Beige,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Vroom (Online Dealer),MO,5.0,2,False
149,773800511,2016 BMW 340 i xDrive,29040.0,34316.0,Black,Black,Automatic,AWD,BMW,340,Used,2016,i xDrive,Sedan,Vroom (Online Dealer),MN,3.3,4,False
150,775270817,2016 BMW 340 i,29500.0,12769.0,Silver,White,Automatic,RWD,BMW,340,Used,2016,i,Sedan,Veterans Ford,FL,4.6,715,False
151,769830696,2007 BMW 335 i,10998.0,70333.0,Gray,Gray,Automanual,RWD,BMW,335,Used,2007,i,Convertible,Palm Beach Auto Sales Outlet,FL,4.9,209,False
152,769453330,2016 BMW 335 Gran Turismo i xDrive,26998.0,42695.0,Black,Brown,Automatic,AWD,BMW,335 Gran Turismo,Used,2016,i xDrive,Hatchback,Palm Beach Auto Sales Outlet,FL,4.9,209,False
153,777162256,2013 BMW 335 i,21319.0,54349.0,Black,Brown,Manual,RWD,BMW,335,Used,2013,i,Convertible,AutoNation Ford St. Petersburg,FL,4.5,502,False
